Thu, 2013.02.21 7:00, 7:00, CHF, medium, Trade Balance, 0.90B, 1.74B, 2.13B
Tue, 2014.05.20 9:30, 9:30, GBP, high, CPI y/y, 1.6%, 1.7%, 1.8%
Tue, 2014.05.20 9:30, 9:30, GBP, medium, PPI Input m/m, -0.4%, 0.0%, -1.1%
Tue, 2014.05.20 9:30, 9:30, GBP, medium, RPI y/y, 2.5%, 2.6%, 2.5%
Tue, 2014.05.20 9:30, 9:30, GBP, low, Core CPI y/y, 1.6%, 1.8%, 2.0%
Tue, 2014.05.20 9:30, 9:30, GBP, low, ONS HPI y/y, 9.2%, 10.7%, 8.0%
Tue, 2014.05.20 9:30, 9:30, GBP, low, PPI Output m/m, 0.2%, 0.2%, 0.0%
Tue, 2014.05.20 13:30, 13:30, CAD, medium, Wholesale Sales m/m, 1.5%, 0.4%, -0.4%
Tue, 2014.05.20 15:51, 15:51, NZD, medium, GDT Price Index, -1.1%, , -1.8%
Wed, 2014.05.21 5:30, 5:30, USD, medium, FOMC Member Plosser Speaks, , , 
Tue, 2014.05.20 18:00, 18:00, USD, medium, FOMC Member Dudley Speaks, , , 
Tue, 2014.05.20 18:30, 18:30, GBP, medium, MPC Member Bean Speaks, , , 
Tue, 2014.05.20 23:45, 23:45, NZD, low, Visitor Arrivals m/m, -3.1%, , 1.7%
Wed, 2014.05.21 0:50, 0:50, JPY, medium, Trade Balance, -1.63T, -0.60T, -0.84T
Wed, 2014.05.21 1:30, 1:30, AUD, medium, Westpac Consumer Sentiment, 0.3%, , -6.8%
Wed, 2014.05.21 2:30, 2:30, AUD, medium, Wage Price Index q/q, 0.7%, 0.8%, 0.7%
Wed, 2014.05.21 3:42, 3:42, JPY, high, Monetary Policy Statement, , , 
Wed, 2014.05.21 4:02, 4:02, NZD, low, Credit Card Spending y/y, 7.6%, , 3.2%
Wed, 2014.05.21 7:32, 7:32, JPY, high, BOJ Press Conference, , , 
Wed, 2014.05.21 9:00, 9:00, EUR, medium, Current Account, 21.8B, 24.2B, 18.8B
Wed, 2014.05.21 9:30, 9:30, GBP, high, MPC Asset Purchase Facility Votes, 0-0-9, 0-0-9, 0-0-9
Wed, 2014.05.21 9:30, 9:30, GBP, high, MPC Official Bank Rate Votes, 0-0-9, 0-0-9, 0-0-9
Wed, 2014.05.21 9:30, 9:30, GBP, high, Retail Sales m/m, 0.5%, 0.4%, 1.3%
Wed, 2014.05.21 10:33, 10:33, EUR, medium, German 10-y Bond Auction, 1.49|1.3, , 1.41|1.1
Wed, 2014.05.21 15:00, 15:00, EUR, low, Consumer Confidence, -9, -8, -7
Wed, 2014.05.21 15:00, 15:00, USD, medium, FOMC Member Dudley Speaks, , , 
Wed, 2014.05.21 15:30, 15:30, USD, medium, Crude Oil Inventories, 0.9M, -0.1M, -7.2M
Wed, 2014.05.21 16:30, 16:30, USD, medium, Fed Chair Yellen Speaks, , , 
Wed, 2014.05.21 18:30, 18:30, USD, medium, FOMC Member Kocherlakota Speaks, , , 
Wed, 2014.05.21 19:00, 19:00, USD, high, FOMC Meeting Minutes, , , 
Thu, 2014.05.22 2:02, 2:02, AUD, medium, MI Inflation Expectations, 4.2%, , 4.4%
Thu, 2014.05.22 2:35, 2:35, JPY, low, Flash Manufacturing PMI, 49.4, , 49.9
Thu, 2014.05.22 2:45, 2:45, CNY, high, Caixin Flash Manufacturing PMI, 48.1, 48.4, 49.7
Thu, 2014.05.22 4:00, 4:00, NZD, medium, Inflation Expectations q/q, 2.33%, , 2.36%
Thu, 2014.05.22 6:00, 6:00, JPY, low, BOJ Monthly Report, , , 
Thu, 2014.05.22 8:00, 8:00, EUR, high, French Flash Manufacturing PMI, 51.2, 51.1, 49.3
Thu, 2014.05.22 8:00, 8:00, EUR, medium, French Flash Services PMI, 50.4, 50.3, 49.2
Thu, 2014.05.22 8:30, 8:30, EUR, high, German Flash Manufacturing PMI, 54.1, 54.0, 52.9
Thu, 2014.05.22 8:30, 8:30, EUR, medium, German Flash Services PMI, 54.7, 54.8, 56.4
Thu, 2014.05.22 9:00, 9:00, EUR, medium, Flash Manufacturing PMI, 53.4, 53.2, 52.5
Thu, 2014.05.22 9:00, 9:00, EUR, medium, Flash Services PMI, 53.1, 53.0, 53.5
Thu, 2014.05.22 9:30, 9:30, GBP, high, Second Estimate GDP q/q, 0.8%, 0.8%, 0.8%
Thu, 2014.05.22 9:30, 9:30, GBP, medium, Prelim Business Investment q/q, 2.4%, 2.3%, 2.7%
Thu, 2014.05.22 9:30, 9:30, GBP, medium, Public Sector Net Borrowing, 6.1B, 3.6B, 9.6B
Thu, 2014.05.22 9:30, 9:30, GBP, low, Index of Services 3m/3m, 0.8%, 0.9%, 0.9%
Thu, 2014.05.22 9:39, 9:39, EUR, medium, Spanish 10-y Bond Auction, 3.06|1.8, , 2.97|1.7
Thu, 2014.05.22 11:00, 11:00, GBP, medium, CBI Industrial Order Expectations, -1, 4, 0
Thu, 2014.05.22 5:00, 5:00, EUR, low, European Parliamentary Elections, , , 
Thu, 2014.05.22 13:30, 13:30, CAD, high, Core Retail Sales m/m, 0.9%, 0.5%, 0.1%
Thu, 2014.05.22 13:30, 13:30, CAD, medium, Retail Sales m/m, 0.7%, 0.2%, -0.1%
Thu, 2014.05.22 13:30, 13:30, USD, high, Unemployment Claims, 298K, 312K, 326K
Thu, 2014.05.22 14:45, 14:45, USD, medium, Flash Manufacturing PMI, 55.4, 55.6, 56.2
Thu, 2014.05.22 15:00, 15:00, USD, high, Existing Home Sales, 4.59M, 4.71M, 4.65M
Thu, 2014.05.22 15:00, 15:00, USD, low, CB Leading Index m/m, 1.0%, 0.4%, 0.4%
Thu, 2014.05.22 15:30, 15:30, USD, low, Natural Gas Storage, 105B, 104B, 106B
Fri, 2014.05.23 3:00, 3:00, CNY, low, CB Leading Index m/m, 1.1%, , 0.9%
Fri, 2014.05.23 7:00, 7:00, EUR, low, German Final GDP q/q, 0.8%, 0.8%, 0.8%
Fri, 2014.05.23 9:00, 9:00, EUR, high, German ifo Business Climate, 111.2, 111.0, 110.4
Fri, 2014.05.23 9:00, 9:00, EUR, low, Italian Retail Sales m/m, 0.0%, 0.3%, -0.2%
Fri, 2014.05.23 5:00, 5:00, EUR, low, European Parliamentary Elections, , , 
Fri, 2014.05.23 13:30, 13:30, CAD, high, Core CPI m/m, 0.3%, 0.2%, 0.2%
Fri, 2014.05.23 13:30, 13:30, CAD, medium, CPI m/m, 0.6%, 0.3%, 0.3%
Fri, 2014.05.23 14:00, 14:00, EUR, low, Belgian NBB Business Climate, -4.6, -4.7, -6.8
Fri, 2014.05.23 15:00, 15:00, USD, high, New Home Sales, 407K, 426K, 433K
Mon, 2014.05.26 7:00, 7:00, EUR, medium, German GfK Consumer Climate, 8.5, 8.5, 8.5
Mon, 2014.05.26 5:00, 5:00, GBP, holiday, Bank Holiday, , , 
Mon, 2014.05.26 9:00, 9:00, EUR, high, ECB President Draghi Speaks, , , 
Mon, 2014.05.26 5:00, 5:00, USD, holiday, Bank Holiday, , , 
Tue, 2014.05.27 0:50, 0:50, JPY, low, SPPI y/y, 0.7%, 3.3%, 3.4%
Tue, 2014.05.27 7:00, 7:00, CHF, medium, Trade Balance, 2.00B, 2.43B, 2.43B
Tue, 2014.05.27 8:15, 8:15, CHF, medium, Employment Level, 4.19M, 4.21M, 4.19M
Tue, 2014.05.27 9:30, 9:30, GBP, medium, High Street Lending, 45.0K, 45.2K, 42.2K
Tue, 2014.05.27 13:30, 13:30, CAD, low, Corporate Profits q/q, 0.8%, , 7.4%
Tue, 2014.05.27 13:30, 13:30, USD, high, Core Durable Goods Orders m/m, 2.4%, 0.2%, 0.1%
Tue, 2014.05.27 13:30, 13:30, USD, medium, Durable Goods Orders m/m, 2.9%, -0.5%, 0.8%
Tue, 2014.05.27 14:00, 14:00, USD, medium, S&P/CS Composite-20 HPI y/y, 12.9%, 11.9%, 12.4%
Tue, 2014.05.27 14:05, 14:05, USD, low, HPI m/m, 0.6%, 0.5%, 0.7%
Tue, 2014.05.27 14:30, 14:30, EUR, high, ECB President Draghi Speaks, , , 
Tue, 2014.05.27 14:45, 14:45, USD, low, Flash Services PMI, 55.0, 55.6, 58.4
Tue, 2014.05.27 14:59, 14:59, USD, low, Richmond Manufacturing Index, 7, 5, 7
Tue, 2014.05.27 15:00, 15:00, USD, high, CB Consumer Confidence, 81.7, 83.2, 83.0
Tue, 2014.05.27 20:00, 20:00, GBP, high, BOE Gov Carney Speaks, , , 
Wed, 2014.05.28 1:00, 1:00, JPY, high, BOJ Gov Kuroda Speaks, , , 
Wed, 2014.05.28 1:30, 1:30, AUD, low, MI Leading Index m/m, 0.0%, , -0.5%
Wed, 2014.05.28 2:00, 2:00, NZD, high, ANZ Business Confidence, 64.8, , 53.5
Wed, 2014.05.28 2:30, 2:30, AUD, medium, Construction Work Done q/q, -1.1%, -0.3%, 0.3%
Wed, 2014.05.28 6:45, 6:45, CHF, low, GDP q/q, 0.2%, 0.6%, 0.5%
Wed, 2014.05.28 7:00, 7:00, CHF, low, UBS Consumption Indicator, 1.84, , 1.72
Wed, 2014.05.28 7:00, 7:00, EUR, low, German Import Prices m/m, -0.6%, 0.3%, -0.3%
Wed, 2014.05.28 7:45, 7:45, EUR, medium, French Consumer Spending m/m, 0.6%, 0.5%, -0.3%
Wed, 2014.05.28 8:55, 8:55, EUR, medium, German Unemployment Change, -25K, -14K, 24K
Wed, 2014.05.28 9:00, 9:00, EUR, medium, M3 Money Supply y/y, 1.0%, 1.2%, 0.8%
Wed, 2014.05.28 9:00, 9:00, EUR, medium, Private Loans y/y, -2.2%, -2.1%, -1.8%
Wed, 2014.05.28 10:34, 10:34, EUR, low, German 30-y Bond Auction, 2.53|1.1, , 2.25|1.1
Wed, 2014.05.28 11:00, 11:00, EUR, low, ECB Financial Stability Review, , , 
Wed, 2014.05.28 11:00, 11:00, GBP, medium, CBI Realized Sales, 30, 36, 16
Thu, 2014.05.29 0:50, 0:50, JPY, medium, Retail Sales y/y, 11.0%, -3.2%, -4.4%
Thu, 2014.05.29 2:00, 2:00, AUD, medium, HIA New Home Sales m/m, 0.2%, , 2.9%
Thu, 2014.05.29 2:30, 2:30, AUD, high, Private Capital Expenditure q/q, -4.5%, -1.6%, -4.2%
Thu, 2014.05.29 5:00, 5:00, CHF, holiday, Bank Holiday, , , 
Thu, 2014.05.29 5:00, 5:00, EUR, holiday, French Bank Holiday, , , 
Thu, 2014.05.29 5:00, 5:00, EUR, holiday, German Bank Holiday, , , 
Thu, 2014.05.29 10:21, 10:21, EUR, medium, Italian 10-y Bond Auction, 3.22|1.3, , 3.01|1.3
Thu, 2014.05.29 13:30, 13:30, CAD, medium, Current Account, -15.6B, -12.4B, -12.4B
Thu, 2014.05.29 13:30, 13:30, USD, high, Prelim GDP q/q, 0.1%, -0.6%, -1.0%
Thu, 2014.05.29 13:30, 13:30, USD, high, Unemployment Claims, 327K, 321K, 300K
Thu, 2014.05.29 13:30, 13:30, USD, low, Prelim GDP Price Index q/q, 1.3%, 1.3%, 1.3%
Thu, 2014.05.29 15:00, 15:00, USD, high, Pending Home Sales m/m, 3.4%, 1.1%, 0.4%
Thu, 2014.05.29 15:30, 15:30, USD, low, Natural Gas Storage, 106B, 110B, 114B
Thu, 2014.05.29 16:00, 16:00, USD, medium, Crude Oil Inventories, -7.2M, -0.1M, 1.7M
Thu, 2014.05.29 23:15, 23:15, GBP, low, GfK Consumer Confidence, -3, -2, 0
Thu, 2014.05.29 23:45, 23:45, NZD, medium, Building Consents m/m, 9.2%, , 1.5%
Fri, 2014.05.30 0:30, 0:30, JPY, medium, Household Spending y/y, 7.2%, -3.4%, -4.6%
Fri, 2014.05.30 0:30, 0:30, JPY, medium, National Core CPI y/y, 1.3%, 3.1%, 3.2%
Fri, 2014.05.30 0:30, 0:30, JPY, medium, Tokyo Core CPI y/y, 2.7%, 2.9%, 2.8%
Fri, 2014.05.30 0:30, 0:30, JPY, low, Unemployment Rate, 3.6%, 3.6%, 3.6%
Fri, 2014.05.30 0:50, 0:50, JPY, medium, Prelim Industrial Production m/m, 0.7%, -1.9%, -2.5%
Fri, 2014.05.30 2:30, 2:30, AUD, low, Private Sector Credit m/m, 0.4%, 0.4%, 0.5%
Fri, 2014.05.30 6:00, 6:00, JPY, low, Housing Starts y/y, -2.9%, -8.2%, -3.3%
Fri, 2014.05.30 7:00, 7:00, EUR, medium, German Retail Sales m/m, 0.1%, 0.4%, -0.9%
Fri, 2014.05.30 8:00, 8:00, CHF, medium, KOF Economic Barometer, 101.8, 102.1, 99.8
Fri, 2014.05.30 8:00, 8:00, EUR, medium, Spanish Flash CPI y/y, 0.4%, 0.3%, 0.2%
Fri, 2014.05.30 10:00, 10:00, EUR, low, Italian Prelim CPI m/m, 0.2%, 0.0%, -0.1%
Fri, 2014.05.30 13:30, 13:30, CAD, high, GDP m/m, 0.2%, 0.1%, 0.1%
Fri, 2014.05.30 13:30, 13:30, CAD, medium, RMPI m/m, 0.7%, 1.2%, 0.1%
Fri, 2014.05.30 13:30, 13:30, CAD, low, IPPI m/m, 0.5%, 0.4%, -0.2%
Fri, 2014.05.30 13:30, 13:30, USD, medium, Core PCE Price Index m/m, 0.2%, 0.2%, 0.2%
Fri, 2014.05.30 13:30, 13:30, USD, medium, FOMC Member Pianalto Speaks, , , 
Fri, 2014.05.30 13:30, 13:30, USD, medium, Personal Spending m/m, 1.0%, 0.2%, -0.1%
Fri, 2014.05.30 13:30, 13:30, USD, low, Personal Income m/m, 0.5%, 0.3%, 0.3%
Fri, 2014.05.30 14:43, 14:43, USD, medium, Chicago PMI, 63.0, 60.8, 65.5
Fri, 2014.05.30 14:55, 14:55, USD, medium, Revised UoM Consumer Sentiment, 81.8, 82.9, 81.9
Fri, 2014.05.30 14:55, 14:55, USD, low, Revised UoM Inflation Expectations, 3.2%, , 3.3%
Sat, 2014.05.31 5:30, 5:30, USD, medium, FOMC Member Mester Speaks, , , 
Fri, 2014.05.30 22:00, 22:00, USD, medium, FOMC Member Plosser Speaks, , , 
Mon, 2014.06.02 5:00, 5:00, EUR, holiday, Italian Bank Holiday, , , 
Mon, 2014.06.02 5:00, 5:00, EUR, high, German Prelim CPI m/m, -0.2%, 0.1%, -0.1%
Mon, 2014.06.02 7:30, 7:30, AUD, low, Commodity Prices y/y, -14.1%, , -12.8%
Mon, 2014.06.02 8:15, 8:15, EUR, medium, Spanish Manufacturing PMI, 52.7, 52.6, 52.9
Mon, 2014.06.02 8:30, 8:30, CHF, medium, Manufacturing PMI, 55.8, 55.7, 52.5
Mon, 2014.06.02 8:45, 8:45, EUR, medium, Italian Manufacturing PMI, 54.0, 54.3, 53.2
Mon, 2014.06.02 8:50, 8:50, EUR, low, French Final Manufacturing PMI, 49.3, 49.3, 49.6
Mon, 2014.06.02 8:55, 8:55, EUR, low, German Final Manufacturing PMI, 52.9, 52.9, 52.3
Mon, 2014.06.02 9:00, 9:00, EUR, low, Final Manufacturing PMI, 52.5, 52.5, 52.2
Mon, 2014.06.02 9:30, 9:30, GBP, high, Final Manufacturing PMI, 57.3, 57.1, 57.0
Mon, 2014.06.02 9:30, 9:30, GBP, medium, Net Lending to Individuals m/m, 2.8B, 2.7B, 2.4B
Mon, 2014.06.02 9:30, 9:30, GBP, low, M4 Money Supply m/m, -2.3%, 0.3%, -0.2%
Mon, 2014.06.02 9:30, 9:30, GBP, low, Mortgage Approvals, 67K, 64K, 63K
Mon, 2014.06.02 13:40, 13:40, USD, medium, Treasury Sec Lew Speaks, , , 
Mon, 2014.06.02 14:30, 14:30, CAD, low, Manufacturing PMI, 52.9, , 52.2
Mon, 2014.06.02 14:45, 14:45, USD, low, Final Manufacturing PMI, 56.2, 56.2, 56.4
Mon, 2014.06.02 15:00, 15:00, USD, high, ISM Manufacturing PMI, 54.9, 55.7, 55.4
Mon, 2014.06.02 15:00, 15:00, USD, low, Construction Spending m/m, 0.6%, 0.8%, 0.2%
Mon, 2014.06.02 15:00, 15:00, USD, low, ISM Manufacturing Prices, 56.5, 56.8, 60.0
Mon, 2014.06.02 23:45, 23:45, NZD, medium, Overseas Trade Index q/q, 2.5%, 1.9%, 1.8%
Tue, 2014.06.03 0:50, 0:50, JPY, low, Monetary Base y/y, 48.5%, 51.2%, 45.6%
Tue, 2014.06.03 2:00, 2:00, CNY, high, Non-Manufacturing PMI, 54.8, , 55.5
Tue, 2014.06.03 2:30, 2:30, AUD, high, Retail Sales m/m, 0.1%, 0.3%, 0.2%
Tue, 2014.06.03 2:30, 2:30, AUD, medium, Current Account, -11.7B, -7.1B, -5.7B
Tue, 2014.06.03 2:30, 2:30, JPY, medium, Average Cash Earnings y/y, 0.7%, 0.6%, 0.9%
Tue, 2014.06.03 2:45, 2:45, CNY, high, Caixin Manufacturing PMI, 49.7, 49.7, 49.4
Tue, 2014.06.03 4:45, 4:45, JPY, low, 10-y Bond Auction, 0.60|3.5, , 0.61|3.7
Tue, 2014.06.03 17:30, 17:30, AUD, high, Cash Rate, 2.50%, 2.50%, 2.50%
Tue, 2014.06.03 17:30, 17:30, AUD, high, RBA Rate Statement, , , 
Tue, 2014.06.03 7:00, 7:00, GBP, medium, Nationwide HPI m/m, 1.2%, 0.7%, 0.7%
Tue, 2014.06.03 8:00, 8:00, EUR, medium, Spanish Unemployment Change, -111.6K, -112.3K, -111.9K
Tue, 2014.06.03 9:00, 9:00, EUR, low, Italian Monthly Unemployment Rate, 12.6%, 12.7%, 12.6%
Tue, 2014.06.03 9:00, 9:00, EUR, low, Italian Quarterly Unemployment Rate, 12.5%, 12.7%, 12.7%
Tue, 2014.06.03 9:30, 9:30, GBP, high, Construction PMI, 60.8, 61.2, 60.0
Tue, 2014.06.03 10:00, 10:00, EUR, high, CPI Flash Estimate y/y, 0.7%, 0.7%, 0.5%
Tue, 2014.06.03 10:00, 10:00, EUR, medium, Core CPI Flash Estimate y/y, 1.0%, 0.9%, 0.7%
Tue, 2014.06.03 10:00, 10:00, EUR, medium, Unemployment Rate, 11.8%, 11.8%, 11.7%
Tue, 2014.06.03 15:00, 15:00, USD, medium, Factory Orders m/m, 1.5%, 0.6%, 0.7%
Tue, 2014.06.03 15:00, 15:00, USD, low, IBD/TIPP Economic Optimism, 45.8, 46.5, 47.7
Tue, 2014.06.03 15:39, 15:39, NZD, medium, GDT Price Index, -1.8%, , -4.2%
Tue, 2014.06.03 5:00, 5:00, USD, low, Total Vehicle Sales, 16.0M, 16.0M, 16.8M
Wed, 2014.06.04 0:01, 0:01, GBP, low, BRC Shop Price Index y/y, -1.4%, , -1.4%
Wed, 2014.06.04 0:30, 0:30, AUD, low, AIG Services Index, 48.6, , 49.9
Wed, 2014.06.04 2:00, 2:00, NZD, low, ANZ Commodity Prices m/m, -3.7%, , -2.2%
Wed, 2014.06.04 2:30, 2:30, AUD, high, GDP q/q, 0.8%, 0.9%, 1.1%
Wed, 2014.06.04 8:15, 8:15, EUR, medium, Spanish Services PMI, 56.5, 56.1, 55.7
Wed, 2014.06.04 8:45, 8:45, EUR, medium, Italian Services PMI, 51.1, 51.4, 51.6
Wed, 2014.06.04 8:50, 8:50, EUR, low, French Final Services PMI, 49.2, 49.2, 49.1
Wed, 2014.06.04 8:55, 8:55, EUR, low, German Final Services PMI, 56.4, 56.4, 56.0
Wed, 2014.06.04 9:00, 9:00, EUR, low, Final Services PMI, 53.5, 53.5, 53.2
Wed, 2014.06.04 9:30, 9:30, GBP, high, Final Services PMI, 58.7, 58.3, 58.6
Wed, 2014.06.04 10:00, 10:00, EUR, low, PPI m/m, -0.2%, -0.1%, -0.1%
Wed, 2014.06.04 10:00, 10:00, EUR, low, Revised GDP q/q, 0.2%, 0.2%, 0.2%
Wed, 2014.06.04 5:00, 5:00, All, high, G7 Meetings, , , 
Wed, 2014.06.04 13:15, 13:15, USD, high, ADP Non-Farm Employment Change, 215K, 217K, 179K
Wed, 2014.06.04 13:30, 13:30, CAD, high, Trade Balance, 0.8B, -0.2B, -0.6B
Wed, 2014.06.04 13:30, 13:30, USD, high, Trade Balance, -44.2B, -40.8B, -47.2B
Wed, 2014.06.04 13:30, 13:30, USD, medium, Revised Nonfarm Productivity q/q, -1.7%, -2.2%, -3.2%
Wed, 2014.06.04 13:30, 13:30, USD, low, Revised Unit Labor Costs q/q, 4.2%, 4.8%, 5.7%
Wed, 2014.06.04 14:45, 14:45, USD, low, Final Services PMI, 58.4, 58.4, 58.1
Wed, 2014.06.04 15:00, 15:00, CAD, high, BOC Rate Statement, , , 
Wed, 2014.06.04 15:00, 15:00, CAD, high, Overnight Rate, 1.00%, 1.00%, 1.00%
Wed, 2014.06.04 15:00, 15:00, USD, high, ISM Services PMI, 55.2, 55.6, 56.3
Wed, 2014.06.04 15:30, 15:30, USD, medium, Crude Oil Inventories, 1.7M, -0.2M, -3.4M
Wed, 2014.06.04 19:00, 19:00, USD, medium, Beige Book, , , 
Thu, 2014.06.05 2:30, 2:30, AUD, high, Trade Balance, 0.90B, 0.40B, -0.12B
Thu, 2014.06.05 2:45, 2:45, CNY, medium, Caixin Services PMI, 51.4, , 50.7
Thu, 2014.06.05 4:45, 4:45, JPY, low, 30-y Bond Auction, 1.71|4.6, , 1.71|3.0
Thu, 2014.06.05 7:00, 7:00, EUR, medium, German Factory Orders m/m, -2.8%, 1.3%, 3.1%
Thu, 2014.06.05 8:00, 8:00, GBP, medium, Halifax HPI m/m, -0.3%, 0.7%, 3.9%
Thu, 2014.06.05 9:10, 9:10, EUR, low, Retail PMI, 51.2, , 49.9
Thu, 2014.06.05 9:58, 9:58, EUR, low, French 10-y Bond Auction, 2.00|2.2, , 1.96|1.7
Thu, 2014.06.05 10:00, 10:00, EUR, medium, Retail Sales m/m, 0.1%, 0.1%, 0.4%
Thu, 2014.06.05 5:00, 5:00, All, high, G7 Meetings, , , 
Thu, 2014.06.05 12:00, 12:00, GBP, high, Asset Purchase Facility, 375B, 375B, 375B
Thu, 2014.06.05 12:00, 12:00, GBP, high, Official Bank Rate, 0.50%, 0.50%, 0.50%
Thu, 2014.06.05 12:30, 12:30, USD, low, Challenger Job Cuts y/y, 5.7%, , 45.5%
Thu, 2014.06.05 12:45, 12:45, EUR, high, Main Refinancing Rate, 0.25%, 0.10%, 0.15%
Thu, 2014.06.05 13:30, 13:30, CAD, high, Building Permits m/m, -3.2%, 4.1%, 1.1%
Thu, 2014.06.05 13:30, 13:30, EUR, high, ECB Press Conference, , , 
Thu, 2014.06.05 13:30, 13:30, USD, high, Unemployment Claims, 304K, 309K, 312K
Thu, 2014.06.05 15:00, 15:00, CAD, high, Ivey PMI, 54.1, 56.3, 48.2
Thu, 2014.06.05 15:30, 15:30, USD, low, Natural Gas Storage, 114B, 116B, 119B
Thu, 2014.06.05 18:30, 18:30, USD, medium, FOMC Member Kocherlakota Speaks, , , 
Fri, 2014.06.06 0:30, 0:30, AUD, low, AIG Construction Index, 45.9, , 46.7
Fri, 2014.06.06 6:00, 6:00, JPY, low, Leading Indicators, 107.1%, 106.2%, 106.6%
Fri, 2014.06.06 7:00, 7:00, EUR, medium, German Trade Balance, 15.0B, 15.1B, 17.7B
Fri, 2014.06.06 7:00, 7:00, EUR, low, German Industrial Production m/m, -0.6%, 0.4%, 0.2%
Fri, 2014.06.06 7:45, 7:45, EUR, low, French Gov Budget Balance, -28.0B, , -64.2B
Fri, 2014.06.06 7:45, 7:45, EUR, low, French Trade Balance, -4.9B, -5.0B, -3.9B
Fri, 2014.06.06 8:00, 8:00, CHF, medium, Foreign Currency Reserves, 439B, , 444B
Fri, 2014.06.06 8:15, 8:15, CHF, medium, CPI m/m, 0.1%, 0.2%, 0.3%
Fri, 2014.06.06 9:30, 9:30, GBP, medium, Consumer Inflation Expectations, 2.8%, , 2.6%
Fri, 2014.06.06 9:30, 9:30, GBP, medium, Goods Trade Balance, -8.3B, -8.7B, -8.9B
Fri, 2014.06.06 13:30, 13:30, CAD, high, Employment Change, -28.9K, 24.5K, 25.8K
Fri, 2014.06.06 13:30, 13:30, CAD, high, Unemployment Rate, 6.9%, 6.9%, 7.0%
Fri, 2014.06.06 13:30, 13:30, CAD, medium, Labor Productivity q/q, 1.0%, 0.7%, -0.1%
Fri, 2014.06.06 13:30, 13:30, USD, high, Non-Farm Employment Change, 282K, 214K, 217K
Fri, 2014.06.06 13:30, 13:30, USD, high, Unemployment Rate, 6.3%, 6.4%, 6.3%
Fri, 2014.06.06 13:30, 13:30, USD, medium, Average Hourly Earnings m/m, 0.0%, 0.2%, 0.2%
Fri, 2014.06.06 20:00, 20:00, USD, low, Consumer Credit m/m, 19.5B, 15.3B, 26.8B
Mon, 2014.06.09 6:00, 6:00, JPY, low, Consumer Confidence, 37.0, 37.7, 39.3
Mon, 2014.06.09 5:00, 5:00, CHF, holiday, Bank Holiday, , , 
Mon, 2014.06.09 5:00, 5:00, EUR, holiday, French Bank Holiday, , , 
Mon, 2014.06.09 5:00, 5:00, EUR, holiday, German Bank Holiday, , , 
Mon, 2014.06.09 7:00, 7:00, JPY, low, Economy Watchers Sentiment, 41.6, 45.2, 45.1
Mon, 2014.06.09 9:30, 9:30, EUR, low, Sentix Investor Confidence, 12.8, 13.5, 8.5
Mon, 2014.06.09 13:13, 13:13, CAD, medium, Housing Starts, 197K, 185K, 198K
Tue, 2014.06.10 5:00, 5:00, AUD, high, RBA Gov Stevens Speaks, , , 
Mon, 2014.06.09 23:45, 23:45, NZD, low, Manufacturing Sales q/q, 6.0%, , 0.6%
Tue, 2014.06.10 0:01, 0:01, GBP, medium, BRC Retail Sales Monitor y/y, 4.2%, , 0.5%
Tue, 2014.06.10 0:50, 0:50, JPY, medium, Tertiary Industry Activity m/m, 2.4%, -3.3%, -5.4%
Tue, 2014.06.10 0:50, 0:50, JPY, low, M2 Money Stock y/y, 3.5%, 3.2%, 3.3%
Tue, 2014.06.10 2:30, 2:30, AUD, high, NAB Business Confidence, 7, , 7
Tue, 2014.06.10 2:30, 2:30, AUD, medium, ANZ Job Advertisements m/m, 1.9%, , -5.6%
Tue, 2014.06.10 2:30, 2:30, AUD, medium, Home Loans m/m, -0.8%, 0.3%, 0.0%
Tue, 2014.06.10 2:30, 2:30, CNY, high, CPI y/y, 1.8%, 2.4%, 2.5%
Tue, 2014.06.10 2:30, 2:30, CNY, medium, PPI y/y, -2.0%, -1.5%, -1.4%
Tue, 2014.06.10 6:45, 6:45, CHF, low, Unemployment Rate, 3.2%, 3.2%, 3.2%
Tue, 2014.06.10 6:59, 6:59, JPY, low, Prelim Machine Tool Orders y/y, 48.7%, , 24.1%
Tue, 2014.06.10 7:45, 7:45, EUR, medium, French Industrial Production m/m, -0.4%, 0.3%, 0.3%
Tue, 2014.06.10 8:15, 8:15, CHF, medium, Retail Sales y/y, 3.4%, 2.2%, 0.4%
Tue, 2014.06.10 9:00, 9:00, EUR, low, Italian Industrial Production m/m, -0.4%, 0.4%, 0.7%
Tue, 2014.06.10 9:30, 9:30, GBP, high, Manufacturing Production m/m, 0.5%, 0.4%, 0.4%
Tue, 2014.06.10 9:30, 9:30, GBP, low, Industrial Production m/m, 0.1%, 0.4%, 0.4%
Tue, 2014.06.10 10:36, 10:36, GBP, low, 10-y Bond Auction, 2.82|1.7, , 2.82|2.0
Tue, 2014.06.10 12:30, 12:30, USD, low, NFIB Small Business Index, 95.2, 96.1, 96.6
Tue, 2014.06.10 15:00, 15:00, GBP, medium, NIESR GDP Estimate, 1.1%, , 0.9%
Tue, 2014.06.10 15:00, 15:00, USD, medium, JOLTS Job Openings, 4.17M, 4.04M, 4.46M
Tue, 2014.06.10 15:00, 15:00, USD, low, Final Wholesale Inventories m/m, 1.1%, 0.6%, 1.1%
Wed, 2014.06.11 0:50, 0:50, JPY, medium, BSI Manufacturing Index, 12.5, 14.1, -13.9
